gene,pvalue,padj,logFC
LOC101900817,0.023107004,0.99569125,-3.60E-06
LOC101901167,0.319434767,0.99569125,-4.54E-06
LOC101901501,0.178263309,0.99569125,-0.000100709
LOC101901338,0.471956635,0.99569125,1.02E-06
LOC101901664,0.661095283,0.99569125,7.47E-08
LOC105261751,0.157484005,0.99569125,5.16E-06
LOC101887876,0.317387401,0.99569125,-1.36E-06
LOC101888282,0.537005626,0.99569125,2.93E-06
LOC109612464,0.950807537,0.999855404,3.04E-08
LOC105261754,0.785974407,0.99569125,4.85E-07
LOC101888864,0.478124828,0.99569125,4.37E-05
LOC101889510,0.195980649,0.99569125,-5.21E-06
LOC101889786,0.256723825,0.99569125,-6.31E-06
LOC101889958,0.579211204,0.99569125,3.15E-07
LOC101890123,0.615721193,0.99569125,-2.27E-06
LOC101890288,0.677279529,0.99569125,5.29E-06
LOC101890741,0.59548802,0.99569125,-2.37E-06
LOC101890915,0.991471309,0.999973094,-1.24E-08
LOC101891262,0.502999007,0.99569125,5.19E-07
LOC101891436,0.852073184,0.99569125,-4.42E-07
LOC105261755,0.72147247,0.99569125,1.22E-06
LOC101891617,0.745726468,0.99569125,-1.74E-05
LOC101891786,0.98394003,0.999973094,2.95E-07
LOC101892080,0.630290458,0.99569125,-8.00E-07
LOC101892254,0.480486105,0.99569125,2.52E-06
LOC101892767,0.671322569,0.99569125,-2.41E-06
LOC101892426,0.557523563,0.99569125,-8.46E-07
LOC101892940,0.384850704,0.99569125,-6.52E-06
LOC109612487,0.204781831,0.99569125,-2.31E-06
LOC101892595,0.963854034,0.999855404,3.51E-08
LOC101893460,0.72999971,0.99569125,-2.18E-06
LOC101893621,0.477244209,0.99569125,6.84E-06
LOC101894070,0.360920433,0.99569125,-3.84E-06
LOC101893897,0.582829189,0.99569125,2.97E-06
LOC101894409,0.805114112,0.99569125,-8.30E-07
LOC101894572,0.448288529,0.99569125,1.39E-06
LOC101894242,0.580952475,0.99569125,3.32E-05
LOC105261764,0.938151502,0.999855404,2.88E-07
LOC101895759,0.819994552,0.99569125,1.57E-07
LOC101896433,0.082839315,0.99569125,3.12E-06
LOC101896733,0.510814241,0.99569125,8.37E-07
LOC101897435,0.959271186,0.999855404,4.99E-07
LOC101899449,0.385324078,0.99569125,-6.63E-07
LOC101899612,0.298684308,0.99569125,-3.88E-06
LOC101898635,0.437075308,0.99569125,-1.29E-06
LOC101898922,0.833980879,0.99569125,-1.64E-06
LOC101899098,0.890900928,0.998349638,-6.60E-07
LOC101899777,0.08406075,0.99569125,1.19E-05
LOC101900124,0.726965509,0.99569125,-2.27E-07
LOC101900296,0.801410765,0.99569125,9.24E-08
LOC101900818,0.92077499,0.999855404,3.81E-07
LOC101901502,0.704317406,0.99569125,1.55E-06
LOC101900995,0.486422619,0.99569125,-8.83E-07
LOC101901665,0.060492336,0.99569125,-3.46E-06
LOC101887200,0.727548569,0.99569125,-1.23E-06
LOC101901339,0.637303213,0.99569125,1.64E-06
LOC101901168,0.399622875,0.99569125,-6.68E-06
LOC101887373,0.781229034,0.99569125,0.000409408
LOC101887544,0.313374462,0.99569125,3.66E-06
LOC101887714,0.917718031,0.999855404,-5.18E-08
LOC101888865,0.725060032,0.99569125,3.43E-07
LOC101889217,0.040748189,0.99569125,4.99E-06
LOC101889392,0.269690154,0.99569125,2.04E-06
LOC101889565,0.275900571,0.99569125,4.27E-06
LOC101889734,0.380671086,0.99569125,1.65E-06
LOC101888165,0.969536654,0.999973094,-7.65E-08
LOC101888336,0.362502117,0.99569125,1.57E-06
LOC101890229,0.746001142,0.99569125,-1.77E-06
LOC101888511,0.485686428,0.99569125,1.18E-06
LOC109612649,0.450024819,0.99569125,9.01E-07
LOC101890402,0.67844755,0.99569125,-7.38E-07
LOC101890742,0.582627432,0.99569125,-6.07E-07
LOC101890916,0.606602637,0.99569125,-4.18E-07
LOC101890572,0.428097909,0.99569125,-2.02E-06
LOC101891263,0.488370345,0.99569125,2.09E-05
LOC101891437,0.347524373,0.99569125,7.26E-06
LOC101891618,0.644915658,0.99569125,-2.05E-07
LOC101891787,0.809522444,0.99569125,1.71E-07
LOC101891960,0.586832102,0.99569125,1.05E-06
LOC105261803,0.87552014,0.997757351,-1.87E-06
LOC105261804,0.288592788,0.99569125,-3.23E-06
LOC101892596,0.497418214,0.99569125,4.66E-07
LOC101892768,0.512687215,0.99569125,1.62E-06
LOC101892941,0.649828829,0.99569125,-1.19E-06
LOC101893119,0.290889484,0.99569125,-2.46E-06
LOC101893292,0.691214204,0.99569125,-1.64E-06
LOC101893461,0.579799623,0.99569125,-2.11E-06
LOC101896434,NA,NA,2.75E-07
LOC109612706,0.172650608,0.99569125,-2.00E-06
LOC101896797,0.802557375,0.99569125,8.59E-07
LOC109612707,0.786540486,0.99569125,9.12E-09
LOC101897260,0.344720687,0.99569125,-8.52E-07
LOC101897436,0.578105076,0.99569125,-1.78E-06
LOC101897839,0.925807581,0.999855404,2.82E-07
LOC101898752,0.943531324,0.999855404,6.96E-07
LOC101897999,0.901466139,0.99850759,1.76E-06
LOC101898923,0.099252943,0.99569125,-7.33E-07
LOC101899099,0.904842302,0.99850759,2.97E-07
LOC101899271,0.959456877,0.999855404,-8.94E-08
LOC101899450,0.952569187,0.999855404,-1.30E-07
LOC101899899,0.055885591,0.99569125,3.28E-06
LOC101900065,0.030477974,0.99569125,6.21E-06
LOC105261829,0.757086818,0.99569125,-4.94E-07
LOC109612721,0.863147343,0.996822171,2.21E-07
LOC101900767,0.249432027,0.99569125,4.76E-06
LOC101901059,0.957892794,0.999855404,-1.76E-07
LOC101901227,0.553453202,0.99569125,-1.50E-06
LOC101901392,0.819001553,0.99569125,-7.91E-07
LOC101901729,0.887535165,0.997763859,-2.33E-06
LOC101887545,0.507387175,0.99569125,5.28E-06
LOC101887715,0.498363398,0.99569125,2.29E-06
LOC109612756,0.309864155,0.99569125,3.97E-06
LOC101888399,0.779129758,0.99569125,-4.23E-07
LOC101889041,0.341230806,0.99569125,1.08E-05
LOC101888566,0.574893459,0.99569125,-1.30E-06
LOC101888744,0.344783884,0.99569125,5.32E-06
LOC101890519,0.271738202,0.99569125,-2.29E-06
LOC101890691,0.823070549,0.99569125,-1.00E-07
LOC105261850,0.673607911,0.99569125,1.06E-06
LOC109612790,0.529277949,0.99569125,-1.66E-06
LOC101891906,0.762568872,0.99569125,-1.21E-06
LOC101892081,0.652893432,0.99569125,-2.97E-07
LOC101892255,0.001504775,0.567085526,-4.25E-06
LOC101892536,0.227816054,0.99569125,-7.82E-08
LOC101892710,0.880386482,0.997763859,-1.39E-07
LOC101893057,0.39941906,0.99569125,2.26E-06
LOC101893563,0.298036252,0.99569125,5.83E-06
LOC101893732,0.14677423,0.99569125,2.21E-06
LOC101893898,0.719031401,0.99569125,1.27E-06
LOC101894189,0.754464628,0.99569125,1.99E-06
LOC101894793,0.678629601,0.99569125,-7.66E-07
LOC101894363,0.913498331,0.99967947,-5.36E-07
LOC101894522,0.341658057,0.99569125,4.93E-06
LOC101894960,0.029141586,0.99569125,5.62E-06
LOC101895119,0.248262987,0.99569125,-3.51E-06
LOC101895291,0.102418762,0.99569125,-5.96E-07
LOC101895813,0.905632065,0.99850759,-1.37E-07
LOC101896147,0.967286405,0.999855404,-4.57E-07
LOC101895988,0.757664016,0.99569125,2.18E-06
LOC101896319,0.073132999,0.99569125,-5.38E-06
LOC101896615,0.177517637,0.99569125,-8.11E-06
LOC101896798,0.689360863,0.99569125,3.60E-06
LOC101896969,0.454818176,0.99569125,4.81E-07
LOC101897144,0.71294229,0.99569125,-1.14E-06
LOC101897324,0.411752784,0.99569125,6.76E-06
LOC101897492,0.949770565,0.999855404,1.90E-07
LOC101897665,0.865216557,0.997275656,-1.02E-06
LOC109612854,0.606258167,0.99569125,1.45E-06
LOC105261872,0.761950797,0.99569125,-9.46E-07
LOC101898172,0.982926694,0.999973094,-2.82E-07
LOC101898349,0.85156907,0.99569125,-1.24E-05
LOC101898864,0.605880631,0.99569125,-1.92E-06
LOC105261878,0.611555224,0.99569125,1.32E-06
LOC109612871,0.078433502,0.99569125,1.63E-05
LOC101899509,0.579990138,0.99569125,-8.51E-07
LOC101899214,0.180734491,0.99569125,6.51E-06
LOC101899665,0.091097662,0.99569125,3.02E-06
LOC101899951,0.829856543,0.99569125,2.35E-07
LOC101900125,0.476872362,0.99569125,-3.48E-06
LOC109612900,0.129978044,0.99569125,1.96E-06
LOC101900639,0.773706859,0.99569125,-1.52E-07
LOC101900819,0.835952859,0.99569125,-1.53E-06
LOC101900996,0.965714842,0.999855404,-6.71E-08
LOC101887374,0.672620166,0.99569125,-1.30E-06
LOC109612914,0.897871244,0.99850759,1.84E-07
LOC105261889,0.230776984,0.99569125,-4.26E-06
LOC101901340,0.578906624,0.99569125,-9.53E-06
LOC101901503,0.433680742,0.99569125,-1.57E-06
LOC109612922,0.332163757,0.99569125,4.72E-07
LOC101887546,0.459930943,0.99569125,-1.12E-06
LOC101887933,0.816324281,0.99569125,-2.29E-07
LOC101888400,0.796929519,0.99569125,-1.36E-05
LOC101888105,0.485917886,0.99569125,-3.83E-06
LOC101888979,0.477938368,0.99569125,-8.73E-06
LOC101889337,0.723352395,0.99569125,-9.67E-07
LOC109612947,0.571195058,0.99569125,9.71E-07
LOC101890071,0.364850089,0.99569125,-2.67E-06
LOC101890230,0.247164781,0.99569125,-2.87E-06
LOC101890573,0.651559593,0.99569125,5.15E-07
LOC101890743,0.491368268,0.99569125,2.70E-06
LOC101891619,0.660240685,0.99569125,1.04E-06
LOC101891788,0.256900891,0.99569125,-1.38E-05
LOC101891438,0.435014391,0.99569125,1.33E-06
LOC101892134,0.039549025,0.99569125,1.82E-06
LOC101892304,0.139886496,0.99569125,1.71E-06
LOC101892824,0.833978324,0.99569125,1.27E-07
LOC109612976,0.369923289,0.99569125,-3.50E-06
LOC101894013,0.701251989,0.99569125,-2.48E-06
LOC101893673,0.242176773,0.99569125,-5.34E-06
LOC105261919,0.796035178,0.99569125,2.51E-07
LOC101894364,0.275029254,0.99569125,1.71E-06
LOC101894523,0.698479327,0.99569125,-4.25E-07
LOC101894683,0.042930353,0.99569125,1.04E-05
LOC101895346,0.784011744,0.99569125,-1.40E-06
LOC101895518,0.676088569,0.99569125,-2.71E-06
LOC101900126,0.648158309,0.99569125,1.70E-06
LOC101900297,0.988370354,0.999973094,2.29E-08
LOC101899952,0.850515531,0.99569125,3.57E-06
LOC109613113,0.77484344,0.99569125,8.94E-07
LOC101900461,0.580765989,0.99569125,-5.01E-06
LOC101900640,0.318411143,0.99569125,8.84E-06
LOC101900820,0.384996024,0.99569125,1.87E-05
LOC101901170,0.519833887,0.99569125,-1.44E-06
LOC105261947,0.967142739,0.999855404,-1.45E-07
LOC101887434,0.284322295,0.99569125,-1.40E-06
LOC101887934,0.673043206,0.99569125,-2.99E-07
LOC101887610,0.470586101,0.99569125,-1.97E-06
LOC101887771,0.724118554,0.99569125,-4.40E-07
LOC101888283,0.352136224,0.99569125,-0.000180139
LOC101888456,0.747244073,0.99569125,-1.32E-06
LOC101888621,0.828208432,0.99569125,-3.82E-07
LOC101888801,0.157955252,0.99569125,-1.07E-06
LOC101889102,0.395777732,0.99569125,2.98E-06
LOC101889566,0.867017326,0.997275656,1.87E-07
LOC101890231,0.030976853,0.99569125,2.68E-06
LOC105261967,0.53802817,0.99569125,-4.70E-07
LOC101890574,0.382785203,0.99569125,-1.81E-06
LOC101890404,0.625398789,0.99569125,-2.25E-06
LOC101890744,0.263584414,0.99569125,-7.59E-06
LOC101890918,0.569902513,0.99569125,1.71E-07
LOC101891094,0.674589629,0.99569125,-4.37E-07
LOC101891265,0.815767002,0.99569125,-5.58E-07
LOC105261977,0.836485881,0.99569125,-2.88E-07
LOC101892256,NA,NA,1.29E-07
LOC101892427,0.458321075,0.99569125,3.66E-06
LOC101892597,0.772991892,0.99569125,5.22E-07
LOC101891907,0.112052318,0.99569125,7.20E-06
LOC101892769,0.634571595,0.99569125,1.01E-06
LOC101892082,0.774958421,0.99569125,-5.39E-05
LOC101892942,0.514164495,0.99569125,-1.13E-06
LOC105261986,0.943825647,0.999855404,-7.48E-08
LOC101893120,0.047400064,0.99569125,-2.11E-06
LOC101893293,0.183574013,0.99569125,-7.93E-07
LOC101893622,0.776596798,0.99569125,2.48E-05
LOC101894243,0.470295214,0.99569125,-1.78E-05
LOC101893899,0.775994166,0.99569125,-6.84E-05
LOC101894410,0.962432957,0.999855404,1.05E-07
LOC101894071,0.822170906,0.99569125,1.81E-07
LOC101894732,0.700073406,0.99569125,1.35E-06
LOC101894896,0.53751996,0.99569125,1.14E-07
LOC101895405,0.683900304,0.99569125,-6.77E-07
LOC101895760,0.651581296,0.99569125,-4.54E-07
LOC101895937,0.713043149,0.99569125,-6.30E-09
LOC101896435,0.814243533,0.99569125,-1.24E-06
LOC101896799,0.647191965,0.99569125,-2.08E-06
LOC101897079,0.367404262,0.99569125,6.74E-07
LOC101897721,0.515722116,0.99569125,-3.69E-06
LOC101897889,0.300183125,0.99569125,3.20E-06
LOC101898173,0.836571147,0.99569125,-1.31E-06
LOC101898350,0.03351852,0.99569125,-4.07E-06
LOC101898529,0.561561666,0.99569125,2.78E-06
LOC101898700,0.857519185,0.99569125,-6.16E-05
LOC101899158,0.850461926,0.99569125,1.18E-07
LOC101899334,0.947123473,0.999855404,-1.00E-07
LOC109611607,0.256367672,0.99569125,-3.92E-07
LOC101900004,0.11180482,0.99569125,-5.65E-07
LOC101900526,0.00553433,0.836813999,-3.57E-06
LOC101900881,0.348876489,0.99569125,-5.96E-06
LOC101901060,0.404409086,0.99569125,-2.17E-05
LOC101901228,0.755723053,0.99569125,-4.60E-07
LOC101901667,0.057612043,0.99569125,4.74E-06
LOC101887202,0.707828762,0.99569125,2.76E-07
LOC101887716,0.957457678,0.999855404,-2.94E-08
LOC101888049,0.075427728,0.99569125,1.86E-06
LOC101888231,0.430391222,0.99569125,1.74E-06
LOC101888401,0.363583798,0.99569125,-5.32E-07
LOC101888568,0.615288664,0.99569125,-7.00E-07
LOC101890175,0.019758378,0.99569125,-1.94E-06
LOC101891565,0.34302772,0.99569125,-3.56E-05
LOC101890692,0.250403026,0.99569125,-1.84E-05
LOC101890866,0.309233654,0.99569125,-9.55E-07
LOC101891040,0.491701733,0.99569125,1.81E-07
LOC101891211,0.447359208,0.99569125,-4.92E-06
LOC101892083,0.432509407,0.99569125,-3.77E-07
LOC101892257,0.379199158,0.99569125,7.98E-06
LOC101894794,0.524319934,0.99569125,2.47E-05
LOC101892711,0.839761983,0.99569125,-8.00E-07
LOC101894961,0.867823474,0.997275656,-9.06E-07
LOC101895120,0.992793966,0.999973094,-9.70E-08
LOC101895292,0.82690111,0.99569125,4.92E-07
LOC101892995,0.067010546,0.99569125,1.26E-05
LOC101895460,0.99399774,0.999973094,1.53E-08
LOC101893174,0.559327016,0.99569125,5.32E-06
LOC101893506,0.136000491,0.99569125,4.59E-06
LOC101895641,0.130054058,0.99569125,-2.23E-05
LOC101895814,0.736870874,0.99569125,3.60E-07
LOC101895989,0.082143138,0.99569125,-7.64E-06
LOC101896148,0.538240918,0.99569125,1.68E-06
LOC101893674,0.891182666,0.998349638,-7.44E-06
LOC105262045,0.808883677,0.99569125,-6.91E-07
LOC101894471,0.766085723,0.99569125,2.94E-06
LOC109613411,0.53094619,0.99569125,-6.92E-07
LOC101894134,0.710059935,0.99569125,1.08E-07
LOC101893961,0.847069872,0.99569125,8.98E-07
LOC101894306,0.648173594,0.99569125,2.42E-06
LOC101896320,0.45996181,0.99569125,1.21E-06
LOC101900589,0.738510633,0.99569125,-1.69E-06
LOC101896497,0.781613656,0.99569125,-2.12E-06
LOC101900768,0.218825578,0.99569125,1.94E-06
LOC101901123,0.816211547,0.99569125,-3.28E-06
LOC101896677,0.720315555,0.99569125,-1.21E-07
LOC109613433,0.754256414,0.99569125,-2.85E-07
LOC101897080,0.815322458,0.99569125,1.16E-06
LOC101897262,0.7376359,0.99569125,3.91E-05
LOC101897550,0.707306016,0.99569125,-8.75E-07
LOC101897722,0.699937336,0.99569125,1.90E-07
LOC101898057,0.153167384,0.99569125,-6.93E-06
LOC101898236,0.740665187,0.99569125,3.58E-06
LOC101898408,0.756501247,0.99569125,2.17E-06
LOC101898582,0.663171551,0.99569125,-3.26E-06
LOC101901289,0.809930163,0.99569125,1.59E-06
LOC101901449,0.442388781,0.99569125,-1.09E-06
LOC101898866,0.647880199,0.99569125,1.00E-06
LOC101901613,0.673215927,0.99569125,1.31E-06
LOC101899046,0.398081374,0.99569125,4.55E-06
LOC109613467,0.835155687,0.99569125,-4.17E-07
LOC101899215,0.830266703,0.99569125,-3.14E-08
LOC105262059,0.200020691,0.99569125,-1.46E-06
LOC101899394,0.337467437,0.99569125,-4.10E-06
LOC101899728,0.478182916,0.99569125,3.06E-06
LOC101899566,0.636796,0.99569125,2.66E-06
LOC101899900,0.32210971,0.99569125,-5.30E-06
LOC101900066,0.799034928,0.99569125,1.34E-06
LOC101900241,0.283234792,0.99569125,-5.39E-06
LOC101887316,0.45579269,0.99569125,-2.91E-06
LOC101900412,0.295994035,0.99569125,6.21E-06
LOC101887482,0.351295111,0.99569125,2.09E-06
LOC101887829,0.178475606,0.99569125,-3.40E-05
LOC105262069,0.647414522,0.99569125,-2.74E-07
LOC101887992,0.22463241,0.99569125,-7.68E-07
LOC101888166,0.905204175,0.99850759,-2.95E-07
LOC101888337,0.631646487,0.99569125,-2.68E-06
LOC101888512,0.230739568,0.99569125,-8.28E-06
LOC101888687,0.906405252,0.998681357,7.31E-08
LOC101888866,0.377916935,0.99569125,1.41E-06
LOC101889042,0.962932201,0.999855404,-9.32E-08
LOC105262076,0.721049721,0.99569125,-5.64E-07
LOC101892428,0.843658483,0.99569125,-2.24E-07
LOC101890073,0.987532351,0.999973094,1.12E-08
LOC101892598,0.366530352,0.99569125,-1.02E-06
LOC101891095,0.593506429,0.99569125,2.63E-06
LOC101892770,0.272354293,0.99569125,1.04E-07
LOC101891566,0.91831672,0.999855404,3.13E-07
LOC101891266,0.874233762,0.997757351,-6.27E-08
LOC101891739,0.148310304,0.99569125,1.41E-05
LOC101891909,0.689157212,0.99569125,4.37E-06
LOC101892084,0.632477127,0.99569125,-2.69E-06
LOC101892258,0.280073053,0.99569125,6.48E-06
LOC101894733,0.9570621,0.999855404,7.88E-08
LOC101893121,0.594284197,0.99569125,1.09E-07
LOC101893397,0.277578944,0.99569125,-1.46E-06
LOC101895058,0.058782615,0.99569125,-1.86E-06
LOC101893733,0.125688442,0.99569125,2.58E-06
LOC101893900,0.053461925,0.99569125,4.18E-06
LOC101894072,0.860618646,0.995904511,-6.97E-07
LOC101895586,0.747813524,0.99569125,1.67E-07
LOC101896266,0.407321058,0.99569125,5.75E-06
LOC101896436,0.737175596,0.99569125,3.79E-07
LOC101896617,0.05430193,0.99569125,-3.22E-06
LOC101894472,0.212832131,0.99569125,-3.22E-06
LOC101896800,0.446652087,0.99569125,-4.45E-07
LOC101898462,0.58411305,0.99569125,3.48E-06
LOC101899047,0.318349674,0.99569125,-3.19E-06
LOC101898867,0.688282903,0.99569125,9.77E-07
LOC101898174,0.617809752,0.99569125,3.42E-06
LOC101899510,0.088128915,0.99569125,-7.44E-06
LOC101899666,0.245578647,0.99569125,9.41E-06
LOC101899837,0.057565945,0.99569125,1.81E-05
LOC109613590,0.529644155,0.99569125,-6.75E-07
LOC101900005,0.643974488,0.99569125,-2.91E-07
LOC101900179,0.900626861,0.99850759,-4.00E-06
LOC101900527,0.391624125,0.99569125,4.92E-06
LOC101900356,0.655469533,0.99569125,-3.10E-06
LOC105262122,0.408979314,0.99569125,5.46E-07
LOC101901229,0.879024682,0.997763859,2.81E-07
LOC101901394,0.049678414,0.99569125,-2.99E-06
LOC101887376,0.017025989,0.99569125,2.59E-06
LOC101901558,0.115870382,0.99569125,6.91E-06
LOC101887548,0.597611769,0.99569125,2.38E-06
LOC101887203,0.115081299,0.99569125,-2.91E-06
LOC101887717,0.695338869,0.99569125,-1.82E-07
LOC101887993,0.881048467,0.997763859,1.10E-06
LOC101888284,0.560777255,0.99569125,-7.24E-07
LOC101889279,0.722843561,0.99569125,-5.05E-07
LOC101889617,0.281124016,0.99569125,-1.58E-06
LOC101890124,0.886335966,0.997763859,4.96E-07
LOC101890289,0.319106072,0.99569125,-0.000100115
LOC101897891,0.706505478,0.99569125,7.94E-07
LOC101890462,0.75281119,0.99569125,7.71E-07
LOC101890630,0.834393698,0.99569125,1.03E-06
LOC101890804,0.250400633,0.99569125,7.25E-06
LOC101891499,0.298647361,0.99569125,9.57E-06
LOC101891682,0.48043284,0.99569125,8.90E-06
LOC101891962,0.829154725,0.99569125,-1.94E-06
LOC101892135,0.431416289,0.99569125,-2.65E-06
LOC101892305,0.147337502,0.99569125,7.54E-06
LOC101898058,0.828626681,0.99569125,-5.10E-07
LOC101898237,0.447882594,0.99569125,-3.39E-06
LOC101892648,0.575783756,0.99569125,-1.23E-06
LOC101892825,0.54986939,0.99569125,-4.17E-06
LOC101892996,0.229795101,0.99569125,9.79E-06
LOC101898409,0.502846376,0.99569125,-6.04E-07
LOC101893507,0.974148959,0.999973094,-9.12E-06
LOC101893841,0.311544921,0.99569125,3.31E-06
LOC101893675,0.992724431,0.999973094,6.76E-07
LOC101898583,0.774996039,0.99569125,-1.48E-06
LOC101894135,0.43705892,0.99569125,4.92E-06
LOC101894734,0.621618169,0.99569125,-1.57E-06
LOC101894898,0.539023593,0.99569125,3.56E-06
LOC101895059,0.72283879,0.99569125,4.49E-05
LOC101895233,0.182062119,0.99569125,2.81E-06
LOC101895407,0.09184437,0.99569125,-5.65E-06
LOC101895587,0.009732909,0.985275143,-5.20E-06
LOC101895871,0.567271769,0.99569125,-6.84E-06
LOC101898754,0.821739177,0.99569125,4.65E-07
LOC101899100,0.00534396,0.836813999,-1.45E-05
LOC101896043,0.712189359,0.99569125,1.29E-06
LOC101896437,0.246979645,0.99569125,9.73E-05
LOC101899272,0.397987595,0.99569125,1.05E-06
LOC101899451,0.884334225,0.997763859,2.59E-07
LOC101896734,0.381230546,0.99569125,4.01E-06
LOC101896907,0.30749953,0.99569125,2.51E-06
LOC101897081,0.542034841,0.99569125,4.44E-07
LOC101899613,0.728599513,0.99569125,1.13E-06
LOC101897438,0.235052834,0.99569125,-5.19E-06
LOC101897263,0.921899331,0.999855404,-6.35E-07
LOC109613760,0.608880146,0.99569125,1.19E-06
LOC101897723,0.593183849,0.99569125,2.31E-06
LOC101899779,0.218472221,0.99569125,-2.88E-05
LOC101899953,0.333980224,0.99569125,4.61E-06
LOC101900242,0.597438675,0.99569125,-1.79E-06
LOC101900641,0.170330389,0.99569125,-6.05E-06
LOC101900821,0.170077877,0.99569125,-5.21E-07
LOC101900998,0.753716666,0.99569125,3.42E-07
LOC105262173,0.430109649,0.99569125,-5.91E-07
LOC101901171,0.967377377,0.999855404,-2.44E-06
LOC109613794,0.542375192,0.99569125,2.42E-06
LOC101901781,0.552120538,0.99569125,1.13E-06
LOC101887317,0.57913691,0.99569125,-2.04E-06
LOC101887483,0.731630731,0.99569125,-3.16E-06
LOC101895408,0.26622751,0.99569125,2.75E-06
LOC101888232,0.69029397,0.99569125,2.78E-06
LOC101888402,0.729133027,0.99569125,6.69E-07
